UUID,Council Code,Council Name,Data Type,Data Source,Age Band,Finance Type,Comparative totals,Value
8511601,728,Hounslow,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,3281
8511602,728,Hounslow,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,958
8511701,728,Hounslow,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,10286
8511702,728,Hounslow,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1587
8512101,728,Hounslow,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,391
8512102,728,Hounslow,Mandatory,Bridging Year,-,Income,Other Expenditure,85
8513203,728,Hounslow,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,728,Hounslow,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,0
8326110,729,Kingston upon Thames,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,0
8328110,729,Kingston upon Thames,Voluntay,Additional Data,-,Income,Income from Better Care Fund,0
8510101,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,7172.5
8510102,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,510
8510201,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,12892.5
8510202,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,2115
8510301,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,2496
8510302,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,921
8510401,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,2428
8510402,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,444
8510502,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,711
8510601,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2055
8510602,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,390
8510701,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,2674
8510702,729,Kingston upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,3
8511101,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,7173
8511102,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,510
8511201,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,10122
8511202,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,4875
8511301,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,1146
8511302,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,207
8511401,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,3218
8511402,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,259
8511502,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,1548
8511601,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,3291
8511602,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,504
8511701,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,8025
8511702,729,Kingston upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,171
8512101,729,Kingston upon Thames,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,371
8512102,729,Kingston upon Thames,Mandatory,Bridging Year,-,Income,Other Expenditure,2
8513203,729,Kingston upon Thames,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,729,Kingston upon Thames,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,0
8326110,730,Merton,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,1317
8328110,730,Merton,Voluntay,Additional Data,-,Income,Income from Better Care Fund,5508
8510101,730,Merton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,6204.3
8510102,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2187.3
8510201,730,Merton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,16592
8510202,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,5744.38
8510301,730,Merton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,6703
8510302,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1933
8510401,730,Merton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,4337
8510402,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1556
8510502,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,0
8510601,730,Merton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2748
8510602,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,383.51
8510701,730,Merton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,2677
8510702,730,Merton,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,4020
8511101,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,4737.7
8511102,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,933.1
8511201,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,8884
8511202,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,2812.43
8511301,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,3010
8511302,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,466
8511401,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,5633
8511402,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,123
8511502,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,0
8511601,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,3202
8511602,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,426.61
8511701,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,4141
8511702,730,Merton,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,714
8512101,730,Merton,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,4466
8512102,730,Merton,Mandatory,Bridging Year,-,Income,Other Expenditure,1556
8513203,730,Merton,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,730,Merton,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,1317
8326110,731,Newham,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,1188.469
8328110,731,Newham,Voluntay,Additional Data,-,Income,Income from Better Care Fund,11400
8510101,731,Newham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,9119.423
8510102,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,2807.453
8510201,731,Newham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,12124.163
8510202,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,6546.745
8510301,731,Newham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,7864.23
8510302,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,0
8510401,731,Newham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,3898.293
8510402,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,650.252
8510502,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1095.285
8510601,731,Newham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,3553.098
8510602,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,242.791
8510701,731,Newham,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1085.408
8510702,731,Newham,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,0
8511101,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,13968.433
8511102,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,4300.241
8511201,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,9125.767
8511202,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,608.827
8511301,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2748.633
8511302,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,0
8511401,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,4307.79
8511402,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,85
8511502,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,309.677
8511601,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,9355.539
8511602,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,686.962
8511701,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,10033.796
8511702,731,Newham,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,0
8512101,731,Newham,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,7351.899
8512102,731,Newham,Mandatory,Bridging Year,-,Income,Other Expenditure,5184.426
8513203,731,Newham,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,731,Newham,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,1188.469
8326110,732,Redbridge,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,2113
8328110,732,Redbridge,Voluntay,Additional Data,-,Income,Income from Better Care Fund,5115
8510101,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,2650
8510102,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,132
8510201,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,20673
8510202,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,9221
8510301,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,9701
8510302,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,8250
8510401,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,4391
8510402,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,1253
8510502,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,2747
8510601,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2197
8510602,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,313
8510701,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,5215
8510702,732,Redbridge,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,1005
8511101,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,8223
8511102,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,66
8511201,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,11002
8511202,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1112
8511301,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2479
8511302,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,573
8511401,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,6134
8511402,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,0
8511502,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,143
8511601,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,7170
8511602,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1229
8511701,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,7900
8511702,732,Redbridge,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,700
8512101,732,Redbridge,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1178
8512102,732,Redbridge,Mandatory,Bridging Year,-,Income,Other Expenditure,0
8513203,732,Redbridge,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,732,Redbridge,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,2113
8326110,733,Richmond upon Thames,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,852
8328110,733,Richmond upon Thames,Voluntay,Additional Data,-,Income,Income from Better Care Fund,
8510101,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,7210
8510102,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,569
8510201,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,13933
8510202,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,5605
8510301,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,5949
8510302,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,1878
8510401,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,2154
8510402,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,98
8510502,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,62
8510601,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2716
8510602,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,1037
8510701,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,7396
8510702,733,Richmond upon Thames,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,5024
8511101,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,5219
8511102,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,646
8511201,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,19368
8511202,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,3055
8511301,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,984
8511302,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,700
8511401,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,3237
8511402,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,717
8511502,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,260
8511601,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,4458
8511602,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1153
8511701,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,6871
8511702,733,Richmond upon Thames,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1241
8512101,733,Richmond upon Thames,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,160
8512102,733,Richmond upon Thames,Mandatory,Bridging Year,-,Income,Other Expenditure,0
8513203,733,Richmond upon Thames,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,733,Richmond upon Thames,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,852
8326110,734,Sutton,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,191.265
8328110,734,Sutton,Voluntay,Additional Data,-,Income,Income from Better Care Fund,11290
8510101,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,6733.542
8510102,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,1672.324
8510201,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,11270.304
8510202,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,5144.02
8510301,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,6159.126
8510302,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,3447.451
8510401,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,3641.499
8510402,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,2334.874
8510502,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1397.104
8510601,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2366.66
8510602,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,351.786
8510701,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,1930.709
8510702,734,Sutton,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,16.618
8511101,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,6444.353
8511102,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,696.959
8511201,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,13384.647
8511202,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1708.948
8511301,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,1639.129
8511302,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,796.407
8511401,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,2440.962
8511402,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,787.933
8511502,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,401.979
8511601,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,6011.419
8511602,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,491.595
8511701,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,10423.969
8511702,734,Sutton,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,170.574
8512101,734,Sutton,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,1564.356
8512102,734,Sutton,Mandatory,Bridging Year,-,Income,Other Expenditure,46.482
8513203,734,Sutton,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,734,Sutton,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,191.265
8326110,735,Waltham Forest,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,2057
8328110,735,Waltham Forest,Voluntay,Additional Data,-,Income,Income from Better Care Fund,5076
8510101,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,7147
8510102,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,905
8510201,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,18325
8510202,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,4141
8510301,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,8012
8510302,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,3699
8510401,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,2170
8510402,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,648
8510502,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,0
8510601,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2356
8510602,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,1231
8510701,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,2383
8510702,735,Waltham Forest,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,273
8511101,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,5391
8511102,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,682
8511201,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,13425
8511202,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1060
8511301,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,2128
8511302,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,842
8511401,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,5158
8511402,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,524
8511502,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,0
8511601,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,6335
8511602,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1307
8511701,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,11047
8511702,735,Waltham Forest,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,1159
8512101,735,Waltham Forest,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,948
8512102,735,Waltham Forest,Mandatory,Bridging Year,-,Income,Other Expenditure,154
8513203,735,Waltham Forest,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,735,Waltham Forest,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,2057
8326110,803,Isle of Wight Council,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,1814.693
8328110,803,Isle of Wight Council,Voluntay,Additional Data,-,Income,Income from Better Care Fund,3513
8510101,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,5346.788
8510102,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,828.23
8510201,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,21722.832
8510202,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,7814.554
8510301,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,4625.743
8510302,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,439.666
8510401,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,7123.526
8510402,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,2237.864
8510502,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,1002.128
8510601,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,2152.082
8510602,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,470.176
8510701,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,291.798
8510702,803,Isle of Wight Council,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,31.296
8511101,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,4140.379
8511102,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,546.677
8511201,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,12697.442
8511202,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,1916.199
8511301,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Home care services,834.124
8511302,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Home care services,90.624
8511401,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Community-based services,1975.778
8511402,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Community-based services,771.634
8511502,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Fairer charging income,74.351
8511601,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Direct Payments,7241.786
8511602,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Direct Payments,1148.783
8511701,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Other Expenditure,1350.018
8511702,803,Isle of Wight Council,Mandatory,Bridging Year,Age 18 to 64,Income,Other Expenditure,415.154
8512101,803,Isle of Wight Council,Mandatory,Bridging Year,-,Expenditure,Other Expenditure,2910.43
8512102,803,Isle of Wight Council,Mandatory,Bridging Year,-,Income,Other Expenditure,2059.377
8513203,803,Isle of Wight Council,Mandatory,Bridging Year,-,Expenditure,Other non personal social services expenditure,0
8513303,803,Isle of Wight Council,Mandatory,Bridging Year,-,Income,Income from Specific and Special Grants,1814.693
8326110,805,Surrey,Mandatory,Additional Data,-,Income,Income from Specific and Special Grants,779.09901
8328110,805,Surrey,Voluntay,Additional Data,-,Income,Income from Better Care Fund,25000
8510101,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Expenditure,Assessment and Care management,31219.82123
8510102,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Assessment and Care management,1861.792473
8510201,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Expenditure,Residential and Nursing care,110618.1999
8510202,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Residential and Nursing care,34852.96194
8510301,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Expenditure,Home care services,46075.8197
8510302,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Home care services,114.3859199
8510401,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Expenditure,Community-based services,13281.3797
8510402,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Community-based services,5773.00729
8510502,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Fairer charging income,5687.602955
8510601,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Expenditure,Direct Payments,10791.69061
8510602,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Direct Payments,4.1138706
8510701,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Expenditure,Other Expenditure,13665.28297
8510702,805,Surrey,Mandatory,Bridging Year,Age 65 and over,Income,Other Expenditure,7810.987218
8511101,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Assessment and Care management,19563.4217
8511102,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Assessment and Care management,1189.055533
8511201,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Expenditure,Residential and Nursing care,88446.50915
8511202,805,Surrey,Mandatory,Bridging Year,Age 18 to 64,Income,Residential and Nursing care,8600.5275
