,,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,NW,NE,YH,WM,EM,E,SE,L,SW,Eng
Long term,Age 18 to 64,Physical support,Residential and nursing care,Numerator,LA supported only,4294.22,1637,1623,959.6,204.08,3738,1287,116,934,1004,619,4741.49,532,608,914,1386,2323,2945,752.51,2393,4866,1538,2306,2122.58,951,436.45,3226,1063,338,457,1784,785,1099,1106,2179,762,873.99,1253,1010,3882.1,2795,1136,1513.67,235.29,736,5107.07,363,602,683.47,703.4,1588,6001.93,584.91,2440.7,1597,1288.55,716,1693,2719,3929,1318,2919,1787.25,517,3446,4546,4789,2334,2512,1481,74,4048.52,1120,7858,6129.02,4024,3388.23,1014,5998,510,356,306.6,1061.41,396,756,526.98,9452,314.43,719,3267,1097.45,3484,955,2850.67,2313.57,1235.94,824,1142,563,2111.84,2719.35,3927.2,1440,3049,538,50,574.28,2240.5,2773,2083,1474,3657.05,1894.56,2430,1129.41,889,1121,2150.66,1812.62,1061.75,1138,1372.68,1594,1619,749,1179,816.75,8573.14,4508,6916,1143,553.16,6668,782,794,5490,1952,2989,935,11536,2061,2174.67,5045,4631,0,695,3165,1613.79,1512,4316,1111,450.74,33698.2,17395.17,27830.54,29099.34,24350.52,37678.13,57115.87,55707.07,37250.36,320125.21
Long term,Age 18 to 64,Physical support,Residential and nursing care,Denominator,LA supported only,7741.57,2340,2346.5,1799,610.43,7610.99,1332,306,1764,1464,1208.96,5102.07,741,948,2155.14,1798,3319,6765,1094.16,3847.29,5699,2763,4912.57,3992,1632,960.34,3729,1101,815,1234,2867,1836,1766.5,2036,2111,548,1125,1698.72,1554.28,7316,4823.43,1463,1752,308,749.86,8369.9,1560,1038.57,1230.9,1319.23,1305.51,8450.86,877,2699.31,1942,993.27,1282,1951,4425,7006.29,1664,3270,2351,1128,5768,4978,5071,3905.2,3410,1898.14,85,5777.72,1625.56,7293,8520,4105,3456,902,4753.27,799,525.72,381,1393,874.3,899,531,10193.57,586.43,514,2762,1468.2,3252,1304,2830.36,1878,1948,1850.29,1911.29,662,3593.57,2885,3603.12,1971.43,3063,611,52,905,2534.34,2169,3010,1535,3517.86,2205,2572,1411,1424,1309,2102.63,1813,773.86,1251,1941,1570,1297.28,829,1339,948.72,4835.07,5626.4,8187,1330.14,705,8588.5,952,1976.57,5343.18,2342.29,3721,1037.43,12896,2668.15,3554.43,5257,4102.14,0,1047,3282.46,1588.72,1560.59,5058.6,1581.86,477.48,55263.96,26624.95,44715.5,39345.23,32518.62,40251.2,60438.17,62368.02,42490.85,404016.5
Long term,Age 18 to 64,Physical support,Residential and nursing care,Unit costs,LA supported only,554.7,699.57,691.67,533.41,334.33,491.13,966.22,379.08,529.48,685.79,512.01,929.33,717.95,641.35,424.1,770.86,699.91,435.33,687.75,622,853.83,556.64,469.41,531.71,582.72,454.48,865.11,965.49,414.72,370.34,622.25,427.56,622.13,543.22,1032.21,1390.51,776.88,737.61,649.82,530.63,579.46,776.49,863.96,763.94,981.52,610.17,232.69,579.64,555.26,533.19,1216.38,710.22,666.94,904.19,822.35,1297.28,558.5,867.76,614.46,560.78,792.07,892.66,760.21,458.33,597.43,913.22,944.39,597.66,736.66,780.24,870.59,700.71,688.99,1077.47,719.37,980.27,980.39,1124.17,1261.87,638.3,677.17,804.71,761.96,452.93,840.93,992.43,927.25,536.17,1398.83,1182.84,747.48,1071.34,732.36,1007.17,1231.93,634.46,445.34,597.5,850.45,587.67,942.58,1089.95,730.43,995.43,880.52,961.54,634.56,884.05,1278.47,692.03,960.26,1039.57,859.21,944.79,800.43,624.3,856.38,1022.84,999.79,1372.03,909.67,707.2,1015.29,1248,903.5,880.51,860.89,1773.12,801.22,844.75,859.31,784.62,776.39,821.43,401.71,1027.48,833.37,803.28,901.27,894.54,772.45,611.82,959.67,1128.92,.,663.8,964.22,1015.78,968.86,853.2,702.34,944.01,609.77,653.34,622.39,739.59,748.82,936.07,945.03,893.2,876.67,792.36
Long term,Age 18 to 64,Physical support,Nursing,Numerator,All,1284.73,596,421,667.2,47.8,1558,864,45,275,228,239,2083.51,287,131,346,560,1290,1391,547.06,1087,2062,384,1361,514.51,58,116,1304,651,149,129,580,229,332,545,669,434,369.6,465,337,990.9,977,500,543.49,31.68,398,1750.79,253,216,479.43,283.32,409,3698.54,213.85,1178.78,1134,401.02,351,883,1120,1240,375,1138,998.99,549,1659,1483,1531,1541,365,371,0,2318.34,301,3675,1965.15,2385,2144.57,469,1448,429,308,145.74,566.66,165,330,126.74,1900,0,0,1190,655.08,296,564,1037.5,799.12,310.98,849,534,371,982.55,1239.41,1417.51,662.55,660,395,50,352.63,965.37,1788,1433,490,1088.31,1345.63,551,515.95,317,382,1025.51,939.42,428.75,757,456.18,748,437,436,201,275.73,2774,1309,578,179,159.58,3073,20,480,1594,841,1125,152,2771,685,1196.09,1578,2054,0,254,1549,631.58,1077,1085,306,175.46,11946.93,7311.51,11802.57,13690.18,9569.34,12858.8,19726.87,23966.36,12099.71,122972.28
Long term,Age 18 to 64,Physical support,Nursing,Denominator,All,2319,747,858,986,103,1661.14,833,93,500,384,471.42,2814.6,352,219,724.29,731,2141,2821,804,1787.71,2548,721,2606.71,685,109,249.65,1747,659,364,271,1044,420,318.6,1036,615,347,511,767.29,660.21,1777,2051.57,699,858,52,462.43,2925.7,273,384,865.3,515.82,445.69,4323.14,290,1127.24,1525,434.7,657,1101,1595.86,1152.29,324,1261,1005,664.57,2528,1817,2173,2625.64,432,439,0,3031.29,414.42,3719,3078,2593,1788,396,1426.85,456.86,421.43,184,826,261.08,368,154,2426,0,0,913,833.9,451,687,1074.2,842,526,952.57,690.43,384,1668.15,1172,1519.7,672.14,647,446,52,618,1011.43,1283,1954,251,1173,1473,691,600,490,484,1064.2,995,273.57,756,724,690,373.71,499,364,363.29,2103.83,1988.2,569,240,212,4016.4,49,682.57,1611.14,966.43,1242,220.43,3515,657.86,1615.86,1689,1585,0,443,1496.32,679.14,1168,1090,390.29,214.16,19536.92,9803.16,18553.36,15906.49,13460.35,14291.9,22644.94,26414.1,12854.2,153465.42
Long term,Age 18 to 64,Physical support,Nursing,Unit costs,All,554,797.86,490.68,676.67,464.11,937.91,1037.21,483.87,550,593.75,506.98,740.25,815.34,598.17,477.71,766.07,602.52,493.09,680.42,608.04,809.26,532.59,522.11,751.11,532.11,464.65,746.42,987.86,409.34,476.01,555.56,545.24,1042.06,526.06,1087.8,1250.72,723.28,606.03,510.44,557.63,476.22,715.31,633.44,609.17,860.67,598.42,926.74,562.5,554.06,549.27,917.68,855.52,737.41,1045.72,743.61,922.52,534.25,802,701.82,1076.12,1157.41,902.46,994.02,826.1,656.25,816.18,704.56,586.9,844.91,845.1,.,764.8,726.32,988.17,638.45,919.78,1199.42,1184.34,1014.82,939.02,730.84,792.04,686.03,632,896.74,823.02,783.18,.,.,1303.4,785.57,656.32,820.96,965.83,949.07,591.22,891.27,773.43,966.15,589.01,1057.52,932.75,985.72,1020.09,885.65,961.54,570.6,954.46,1393.61,733.37,1952.19,927.8,913.53,797.4,859.92,646.94,789.26,963.64,944.14,1567.24,1001.32,630.09,1084.06,1169.36,873.75,552.2,758.99,1318.55,658.38,1015.82,745.83,752.74,765.11,408.16,703.22,989.36,870.21,905.8,689.56,788.34,1041.25,740.22,934.28,1295.9,.,573.36,1035.21,929.97,922.09,995.41,784.03,819.3,611.51,745.83,636.14,860.67,710.93,899.73,871.14,907.33,941.3,801.3
Long term,Age 18 to 64,Physical support,Residential,Numerator,All,3469.17,1074,1202,400.7,231.29,3648,669,101,846,776,420,2657.98,280,477,657,826,1143,1949,220.69,1516,2826,1327,1532,1841.24,893,329.24,2073,541,189,348,1204,659,767,593,1698,328,675.24,939,673,2891.2,1818,754,970.18,203.62,490,3641.24,665,386,204.04,439.17,1399,3741.08,371.06,1272.61,463,961.97,365,810,1615,2900,963,1946,1174.75,479,1850,3528,3732,793,2216,1110,74,2460.23,1042,4210,4252.19,1639,2336.34,545,4815,81,70,161.02,596.75,371,429,428.69,7638,314.43,719,2298,497.29,3188,391,1813.17,2165.89,1143.96,593,1038,192,1493.47,1537.38,2545.45,1179.72,2914,197,0,221.65,1460.1,985,707,1071,2568.74,1298.93,1989,611.26,983,739,1125.15,876.77,850,566,916.5,846,1218,327,978,546.55,5878.65,3199,8356,964,434.72,3981,762,924,4246,1461,1864,871,8765,2120,1129.27,3563,2781,0,585,2239,1015.08,435,3231,844,275.28,24004.86,12305.97,18151.17,18461.46,16805.23,26389.25,40474.66,37151.13,28587.35,222331.08
Long term,Age 18 to 64,Physical support,Residential,Denominator,All,5422.57,1593,1488.5,813,507.43,5949.85,499,213,1264,1080,737.54,2287.47,389,729,1430.86,1067,1178,3944,290.16,2059.57,3151,2042,2305.86,3307,1523,710.69,1982,442,451,963,1823,1416,1447.9,1000,1496,201,614,931.43,894.07,5539,2771.86,764,894,256,287.43,5444.2,1287,654.57,365.6,803.41,859.82,4127.71,587,1572.07,417,558.57,625,850,2829.14,5854,1340,2009,1346,463.43,3240,3161,2898,1279.56,2978,1459.14,85,2746.43,1211.14,3574,5442,1512,1668,506,3326.42,342.14,104.29,197,567,613.22,531,377,7767.57,586.43,514,1849,634.3,2801,617,1756.15,1036,1422,897.71,1220.86,278,1925.43,1713,2083.42,1299.29,2416,165,0,287,1522.91,886,1056,1284,2344.86,732,1881,811,934,825,1038.43,818,500.29,495,1217,880,923.57,330,975,585.43,2731.23,3638.2,7618,1090.14,493,4572.1,903,1294,3732.04,1375.86,2479,817,9381,2010.29,1938.57,3568,2517.14,0,604,1786.14,909.58,392.59,3968.6,1191.57,263.32,35727.04,16821.79,26162.14,23438.74,19058.27,25959.3,37793.23,35953.92,29636.65,250551.08
Long term,Age 18 to 64,Physical support,Residential,Unit costs,All,639.77,674.2,807.52,492.87,455.8,613.12,1340.68,474.18,669.3,718.52,569.46,1161.97,719.79,654.32,459.17,774.13,970.29,494.17,760.58,736.08,896.86,649.85,664.39,556.77,586.34,463.27,1045.91,1223.98,419.07,361.37,660.45,465.4,529.73,593,1135.03,1631.84,1099.74,1008.13,752.74,521.97,655.88,986.91,1085.21,795.38,1704.76,668.83,516.71,589.7,558.1,546.63,1627.08,906.33,632.12,809.51,1110.31,1722.21,584,952.94,570.84,495.39,718.66,968.64,872.77,1033.6,570.99,1116.1,1287.78,619.74,744.12,760.72,870.59,895.79,860.35,1177.95,781.36,1083.99,1400.69,1077.08,1447.5,236.75,671.21,817.36,1052.48,605,807.91,1137.12,983.32,536.17,1398.83,1242.83,783.99,1138.16,633.71,1032.46,2090.63,804.47,660.57,850.22,690.65,775.66,897.48,1221.76,907.97,1206.13,1193.94,.,772.3,958.75,1111.74,669.51,834.11,1095.48,1774.5,1057.42,753.72,1052.46,895.76,1083.51,1071.85,1699.03,1143.43,753.08,961.36,1318.8,990.91,1003.08,933.58,2152.38,879.28,1096.88,884.29,881.78,870.72,843.85,714.06,1137.72,1061.88,751.92,1066.1,934.34,1054.57,582.53,998.6,1104.83,.,968.54,1253.54,1115.98,1108.03,814.14,708.31,1045.43,671.9,731.55,693.8,787.65,881.78,1016.56,1070.95,1033.3,964.59,887.37
Long term,Age 18 to 64,Physical support,Residential,Numerator,Own provision,428.73,0,0,0,0,47,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,49,168.06,0,0,0,58,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,44.34,0,0,0,0,0,11.93,0,0,0,455.67,0,0,6,0,0,0,0,57,0,0,87,27,48,0,0,0,0,0,0,0,0,0,0,0,0,50.79,0,0,0,0.15,0,0,0,0,0,49,0,312.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,221,407,0,0,0,0,0,0,0,64.18,0,320,0,0,97,258,0,0,0,0,0,0,0,0,160,125,0,0,0,0,0,17,0,0,723.07,47,489.06,530.6,162,49,469.97,223,462,3155.7
Long term,Age 18 to 64,Physical support,Residential,Denominator,Own provision,372,0,0,0,0,48.14,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,104,69,0,0,0,27,0,0,0,0,0,0,0,0,0,216.14,0,0,0,0,0,0,0,39.9,0,0,0,0,0,11.29,0,0,0,138.58,0,0,5,0.86,0,0,0,52.14,0,0,74,52.14,52,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,150,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,260.29,0,0,0,0,0,0,0,0,61.86,0,138,0,0,93.1,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,30,0,0,628.04,48.14,668,207.01,178.14,81,317.96,262.29,272,2662.58
Long term,Age 18 to 64,Physical support,Residential,Unit costs,Own provision,1152.5,.,.,.,.,976.32,.,.,.,.,.,.,.,.,457.26,.,.,.,.,.,.,.,471.15,2435.67,.,.,.,2148.15,.,.,.,.,.,.,.,.,.,1156.66,.,.,.,.,.,.,.,1111.34,.,.,.,.,.,1056.88,.,.,.,3288.17,.,.,1200,0,.,.,.,1093.21,.,.,1175.68,517.84,923.08,.,.,.,.,.,.,.,.,.,.,.,.,860.88,.,.,.,.,0,.,.,.,.,604.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1000,.,.,.,.,849.05,.,.,.,.,.,.,.,.,1037.44,.,2318.84,.,.,1041.89,2480.77,.,.,.,.,.,.,.,.,.,1201.92,.,.,.,.,.,566.67,.,.,1151.31,976.32,732.13,2563.22,909.4,604.94,1478.07,850.2,1698.53,1185.21
Long term,Age 18 to 64,Physical support,Residential,Numerator,Provision by others,3040.44,1074,1202,400.7,231.29,3601,669,101,846,776,420,2657.98,280,477,443,826,1143,1949,220.69,1516,2826,1327,1483,1673.18,893,329.24,2073,483,189,348,1204,659,767,593,1698,328,675.24,689,673,2891.2,1818,754,970.18,203.62,490,3596.9,665,386,204.04,439.17,1399,3729.15,371.06,1272.61,463,506.3,365,810,1609,2900,963,1946,1174.75,422,1850,3528,3645,766,2168,1110,74,2460.23,1042,4210,4252.19,1639,2336.34,545,4815,81,70,110.23,596.75,371,429,428.55,7638,314.43,719,2298,497.29,3139,391,1501.05,2165.89,1143.96,593,1038,192,1493.47,1537.38,2545.45,1179.72,2914,197,0,221.65,1460.1,985,707,1071,2568.73,1298.93,1987,611.26,983,739,1125.15,655.77,443,566,916.5,846,1218,327,978,546.55,5814.47,3199,8036,964,434.72,3884,504,924,4246,1461,1864,871,8765,2120,1129.27,3403,2656,0,585,2239,1015.08,435,3214,844,275.28,23281.78,12258.97,17662.11,17930.86,16643.23,26340.25,40004.55,36209.01,27965.35,218296.1
Long term,Age 18 to 64,Physical support,Residential,Denominator,Provision by others,5050.57,1593,1488.5,813,507.43,5901.71,499,213,1264,1080,737.54,2287.47,389,729,962.86,1067,1178,3944,290.16,2059.57,3151,2042,2201.86,3238,1523,710.69,1982,415,451,963,1823,1416,1447.9,1000,1496,201,614,715.29,894.07,5539,2771.86,764,894,256,287.43,5404.3,1287,654.57,365.6,803.41,859.82,4116.43,587,1572.07,417,419.99,625,850,2824.14,5853.14,1340,2009,1346,411.29,3240,3161,2824,1227.42,2926,1459.14,85,2746.43,1211.14,3574,5442,1512,1668,506,3326.42,342.14,104.29,138,567,613.22,531,377,7617.57,586.43,514,1849,634.3,2720,617,1756.15,1036,1422,897.71,1220.86,278,1925.43,1713,2083.42,1299.29,2416,165,0,287,1522.91,886,1056,1284,2344.86,732,1879,811,934,825,1038.43,557.71,500.29,495,1217,880,923.57,330,975,585.43,2669.37,3638.2,7480,1090.14,493,4479,799,1294,3732.04,1375.86,2479,817,9381,2010.29,1938.57,3568,2413.14,0,604,1786.14,909.58,392.59,3938.6,1191.57,263.32,35099,16773.65,25494.14,23230.88,18880.13,25728.3,37475.27,35691.63,29364.65,247737.64
Long term,Age 18 to 64,Physical support,Residential,Unit costs,Provision by others,602,674.2,807.52,492.87,455.8,610.16,1340.68,474.18,669.3,718.52,569.46,1161.97,719.79,654.32,460.09,774.13,970.29,494.17,760.58,736.08,896.86,649.85,673.52,516.73,586.34,463.27,1045.91,1163.86,419.07,361.37,660.45,465.4,529.73,593,1135.03,1631.84,1099.74,963.25,752.74,521.97,655.88,986.91,1085.21,795.38,1704.76,665.56,516.71,589.7,558.1,546.63,1627.08,905.92,632.12,809.51,1110.31,1205.5,584,952.94,569.73,495.46,718.66,968.64,872.77,1026.04,570.99,1116.1,1290.72,624.07,740.94,760.72,870.59,895.79,860.35,1177.95,781.36,1083.99,1400.69,1077.08,1447.5,236.75,671.21,798.75,1052.48,605,807.91,1136.72,1002.68,536.17,1398.83,1242.83,783.99,1154.04,633.71,854.74,2090.63,804.47,660.57,850.22,690.65,775.66,897.48,1221.76,907.97,1206.13,1193.94,.,772.3,958.75,1111.74,669.51,834.11,1095.48,1774.5,1057.48,753.72,1052.46,895.76,1083.51,1175.83,885.49,1143.43,753.08,961.36,1318.8,990.91,1003.08,933.58,2178.22,879.28,1074.33,884.29,881.78,867.16,630.79,714.06,1137.72,1061.88,751.92,1066.1,934.34,1054.57,582.53,953.76,1100.64,.,968.54,1253.54,1115.98,1108.03,816.03,708.31,1045.43,663.32,730.85,692.79,771.85,881.52,1023.78,1067.49,1014.5,952.35,881.16
Long term,Age 18 to 64,Sensory support,Residential and nursing care,Numerator,All,120.15,0,112,58.2,88.34,81,0,0,0,145,43,0,0,0,46,0,277,0,2.33,182,144,0,0,4.43,0,40.03,140,40,44,0,7,28,0,77,42,0,82.25,90,0,53,0,108,0,3,222,188.35,0,19,245.73,15,265,504.65,293.92,208.84,113,177.61,25,59,98,89,35,0,50.55,43,34,75,317,467,0,35,0,138.67,225,50,796.28,152,121.04,0,420,23,20,0,0,0,0,100.57,0,0,299,279,19.82,0,203,229.66,480.97,208,0,0,0,132.37,0,0,54,529,58,0,48.82,231.21,0,18,100,8.02,191.25,54,356.34,75,68,0,235.15,83,101,57.67,46,68,0,0,0,599.53,410,0,0,-0.36,131,0,0,164,29,179,0,279,127,35.63,0,64,0,50,140,0,44,317,34,20.73,1341.48,527.54,875.79,1962.57,1291.67,1768.14,2455.1,3433.46,884.36,14540.1
Long term,Age 18 to 64,Sensory support,Residential and nursing care,Denominator,All,151,0,137.93,104,126.57,150.29,0,0,0,104,13.21,0,0,0,57.57,0,260,0,624,156.43,83,0,0,2,0,104.69,208,52,104,0,17,52,0,104,52,101,70,131.93,0,104,0,140,0,0,154.86,208,0,28.57,166.5,27.43,216.14,513.57,181,260.7,52,128.28,47,52,211.28,223.14,52,0,104,52.57,52,98,340,222.76,0,52.14,0,208.57,208.72,52,689,133,394,0,208.57,52.14,20,0,0,0,0,104,719.43,0,260,156,52.1,0,104,238.56,189,104,0,0,0,104.29,0,0,52,369,52,0,52,261.8,0,28,96,8.86,104,52,372,52,52,0,156.43,52,104,52,50,52.14,0,0,0,260.27,480.9,0,0,0,151.7,0,0,209.43,52.14,200,0,365,140.14,75,0,52,0,52,131.66,0,52,228.6,52.14,26.57,1511.29,636,1547.69,2093.68,1182.19,1707.1,2177.29,2654.08,869.97,14379.29
Long term,Age 18 to 64,Sensory support,Residential and nursing care,Unit costs,All,795.69,.,812.01,559.62,697.95,538.96,.,.,.,1394.23,3255.11,.,.,.,799.01,.,1065.38,.,3.73,1163.47,1734.94,.,.,2215,.,382.32,673.08,769.23,423.08,.,411.76,538.46,.,740.38,807.69,0,1175.04,682.18,.,509.62,.,771.43,.,.,1433.55,905.52,.,665.03,1475.87,546.85,1226.06,982.63,1623.87,801.06,2173.08,1384.57,531.91,1134.62,463.84,398.85,673.08,.,486.02,817.96,653.85,765.31,932.35,2096.43,.,671.27,.,664.86,1078,961.54,1155.71,1142.86,307.22,.,2013.71,441.12,1000,.,.,.,.,966.98,0,.,1150,1788.46,380.33,.,1951.92,962.67,2544.84,2000,.,.,.,1269.29,.,.,1038.46,1433.6,1115.38,.,938.81,883.16,.,642.86,1041.67,905.38,1838.93,1038.46,957.9,1442.31,1307.69,.,1503.23,1596.15,971.15,1109.1,920,1304.18,.,.,.,2303.5,852.57,.,.,.,863.55,.,.,783.08,556.16,895,.,764.38,906.24,475.03,.,1230.77,.,961.54,1063.34,.,846.15,1386.7,652.09,780.13,887.64,829.46,565.87,937.38,1092.61,1035.76,1127.59,1293.66,1016.54,1011.18
Long term,Age 18 to 64,Sensory support,Residential and nursing care,Numerator,LA supported only,120.15,0,112,52.3,88.34,63,0,0,0,145,43,0,0,0,46,0,277,0,1.98,182,143,0,0,2.85,0,39.24,114,40,44,0,7,28,0,77,42,0,82.25,82,0,53,0,108,0,3,192,159.61,0,19,245.73,12.74,265,406.97,293.92,206.54,113,159.13,25,59,98,89,35,0,50.51,40,34,75,294,467,0,35,0,138.67,165,50,796.28,152,80.21,0,420,23,20,0,0,0,0,95.53,0,0,299,279,19.82,0,203,229.66,330.64,208,0,0,0,125.86,0,0,54,405,58,0,48.82,231.21,0,18,100,8.02,136.25,52,356.34,46,68,0,235.15,73,101,57.67,46,68,0,0,0,599.45,410,0,0,-0.36,125,0,0,140.5,29,179,0,279,127,32.65,0,61,0,50,125,0,44,317,32,20.73,1272.48,503.64,846.08,1841.07,1208.67,1727.31,2420.48,3056.62,861.38,13737.71
Long term,Age 18 to 64,Sensory support,Residential and nursing care,Denominator,LA supported only,151,0,137.93,104,126.57,150.29,0,0,0,104,13.21,0,0,0,57.57,0,260,0,624,156.43,83,0,0,2,0,104.69,208,52,104,0,17,52,0,104,52,101,70,131.93,0,104,0,140,0,0,154.86,208,0,28.57,166.5,27.43,216.14,513.57,181,260.7,52,128.28,47,52,211.28,223.14,52,0,104,52.57,52,98,340,222.76,0,52.14,0,208.57,208.72,52,689,133,394,0,208.57,52.14,20,0,0,0,0,104,719.43,0,260,156,52.1,0,104,238.56,189,104,0,0,0,104.29,0,0,52,369,52,0,52,261.8,0,28,96,8.86,104,52,372,52,52,0,156.43,52,104,52,50,52.14,0,0,0,260.27,480.9,0,0,0,151.7,0,0,209.43,52.14,200,0,365,140.14,75,0,52,0,52,131.66,0,52,228.6,52.14,26.57,1511.29,636,1547.69,2093.68,1182.19,1707.1,2177.29,2654.08,869.97,14379.29
Long term,Age 18 to 64,Sensory support,Residential and nursing care,Unit costs,LA supported only,795.69,.,812.01,502.88,697.95,419.19,.,.,.,1394.23,3255.11,.,.,.,799.01,.,1065.38,.,3.17,1163.47,1722.89,.,.,1427,.,374.83,548.08,769.23,423.08,.,411.76,538.46,.,740.38,807.69,0,1175.04,621.54,.,509.62,.,771.43,.,.,1239.83,767.34,.,665.03,1475.87,464.37,1226.06,792.44,1623.87,792.25,2173.08,1240.48,531.91,1134.62,463.84,398.85,673.08,.,485.65,760.89,653.85,765.31,864.71,2096.43,.,671.27,.,664.86,790.53,961.54,1155.71,1142.86,203.57,.,2013.71,441.12,1000,.,.,.,.,918.51,0,.,1150,1788.46,380.33,.,1951.92,962.67,1749.43,2000,.,.,.,1206.85,.,.,1038.46,1097.56,1115.38,.,938.81,883.16,.,642.86,1041.67,905.38,1310.09,1000,957.9,884.62,1307.69,.,1503.23,1403.85,971.15,1109.1,920,1304.18,.,.,.,2303.19,852.57,.,.,.,823.99,.,.,670.88,556.16,895,.,764.38,906.24,435.33,.,1173.08,.,961.54,949.42,.,846.15,1386.7,613.73,780.13,841.98,791.89,546.67,879.35,1022.4,1011.84,1111.69,1151.67,990.12,955.38
Long term,Age 18 to 64,Sensory support,Nursing,Numerator,All,27.59,0,3,21.6,0,24,0,0,0,0,0,0,0,0,42,0,42,0,1.57,0,15,0,0,0,0,10.41,25,0,0,0,0,28,0,0,0,0,0,0,0,32,0,15,0,0,0,0,0,0,35.32,15,53,0,0,0,0,22.14,25,0,35,14,0,0,0,0,34,75,66,0,0,0,0,41.82,0,0,18.48,47,24.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.95,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,18,0,0,103.69,0,65.22,0,0,0,0,28,0,0,0,0,0,0,0,53.93,34,0,0,0,36,0,0,29,0,8,0,52,35,24.84,0,0,0,0,56,0,0,0,0,0,152.91,48.6,135.98,149.14,216.82,42.57,286.93,438.87,88.84,1560.65
Long term,Age 18 to 64,Sensory support,Nursing,Denominator,All,47,0,6.57,52,0,38.29,0,0,0,0,0,0,0,0,52,0,104,0,3,0,19,0,0,0,0,26.99,52,0,0,0,0,52,0,0,0,0,0,0,0,52,0,36,0,0,0,0,0,0,52.1,27.43,52,0,0,0,0,24,47,0,67.57,29.71,0,0,0,0,52,98,105,0,0,0,0,52.14,0,0,41,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.51,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,28,0,8.86,52,0,59,0,0,0,0,0,0,0,0,0,0,0,0,57.92,52.1,0,0,0,47.3,0,0,46.29,0,26,0,52,36.14,52,0,0,0,0,61.66,0,0,0,0,0,266.53,96.86,256.99,220.28,307.14,83,320.75,419.51,139.66,2110.72
Long term,Age 18 to 64,Sensory support,Nursing,Unit costs,All,587,.,456.62,415.38,.,626.8,.,.,.,.,.,.,.,.,807.69,.,403.85,.,523.33,.,789.47,.,.,.,.,385.51,480.77,.,.,.,.,538.46,.,.,.,.,.,.,.,615.38,.,416.67,.,.,.,.,.,.,677.87,546.85,1019.23,.,.,.,.,922.52,531.91,.,517.98,471.22,.,.,.,.,653.85,765.31,628.57,.,.,.,.,802.04,.,.,450.83,1620.69,573.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,971.59,.,.,.,.,.,.,.,.,.,800,.,.,.,.,.,642.86,.,0,1994.04,.,1105.46,.,.,.,.,.,.,.,.,.,.,.,.,931.16,652.59,.,.,.,761.1,.,.,626.49,.,307.69,.,1000,968.46,477.76,.,.,.,.,908.21,.,.,.,.,.,573.69,501.76,529.11,677.05,705.93,512.85,894.57,1046.13,636.14,739.39
Long term,Age 18 to 64,Sensory support,Residential,Numerator,All,92.56,0,109,36.6,88.34,57,0,0,0,145,43,0,0,0,4,0,235,0,0.76,182,129,0,0,4.43,0,29.62,115,40,44,0,7,0,0,77,42,0,82.25,90,0,21,0,93,0,3,222,188.35,0,19,210.42,0,212,504.65,293.92,208.84,113,155.47,0,59,63,75,35,0,50.55,43,0,0,251,467,0,35,0,96.85,225,50,777.8,105,96.96,0,420,23,20,0,0,0,0,100.57,0,0,299,279,19.82,0,203,73.71,480.97,208,0,0,0,132.37,0,0,54,433,58,0,48.82,231.21,0,0,100,8.02,87.56,54,291.12,75,68,0,235.15,55,101,57.67,46,68,0,0,0,545.6,376,0,0,-0.36,95,0,0,135,29,171,0,227,92,10.78,0,64,0,50,84,0,44,317,34,20.73,1188.58,478.94,739.81,1813.43,1074.85,1725.57,2168.16,2958.58,795.51,12943.43
