,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Short term,Age 65 and over,Sensory support,To maximise independence,Income: client contributions,0,0,2,0.9,0,0,4,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,14,0,0,0.9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16.05,6.46,0,0,0,8,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29,0,0,0,0,0,0,0,0,1.27,0,0,0,2,0,0,0,3.6,0,0,0,0,0.88,4,0,0,0,0,0,0,0,13.97,0,0,0,0,0.03,0,0,0,0,0,11,0,0,25,0,0,0,3,0,5.94,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,7.89,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Income: Income from NHS,0,0,1,4.8,0,7,8,0,0,0,10,0,0,87,9,0,18,0,0,66,21,0,0,0,0,0,1,0,99,3,0,0,44,0,118,0,0,13,3,4,0,0,1.25,0,0,13.75,0,0,0,4,0,6.61,0,245.57,0,0,0,65,0,0,2,1,1.93,2,0,0,3,0,9,0,0,30.05,4,25,106.99,0,0.11,0,0,0,0,0,42,0,0,0,0,0,0,122,0,0,26,31.72,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,3,0,0.53,0,0,0,8,0,0,0,0,3.96,0,0,54,0,2.06,0,0,0,0,0,325,0,0,81,0,0,0,42,0,492.06,0,33,0,0,0,0,0,0,48,0
Short term,Age 65 and over,Sensory support,To maximise independence,Income: other income,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.76,0,0.09,0,0,0,0,0,0,0,3,0.37,0,0,0,0,0,0,0,0,0.42,0,1,3.63,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.16,0,0,0,14,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Income: total,0,0,5,5.7,0,7,13,3,1,0,10,0,0,87,9,0,35,0,0,66,21,0,0,0,0,0,20,0,99,3,0,2,44,14,145,0,0.9,13,3,4,0,0,1.83,0,0,13.75,5,0,0,4,0,7.37,16.05,252.13,0,0,0,73,0,0,2,4,2.81,2,0,0,3,0,9,0,0,30.47,4,26,110.61,0,0.48,0,0,0,0,0,42,0,0,0,0,0,0,122,10.29,0,26,31.72,0,0,0.27,0,0,9.16,27.7,0,0,3,0,0,7,3.6,0,0,3,0,1.53,4,0,0,8,0,0,0,0,17.93,0,0,54,0,3.66,0,0,0,0,0,336,0,0,107,0,0,0,46,0,499.16,0,63,0,14,0,0,0,0,48,0
Short term,Age 65 and over,Sensory support,To maximise independence,Net total expenditure,13.76,0,82,5.6,239,16,14,7,1,0,15,0,0,0,53,0,61,0,0,16,43,0,0,0,0,0,193,3,73,6,0,40,4,27,11,0,4.28,12,18,0,1,15,44.85,0,0,15.6,29,8,0,17,0,94.77,10.3,98.8,0,66.14,0,59,120,8,8,46,1.32,2,22,35,78,118,24,8,0,767.2,64,3,101.1,0,13.63,0,12,0,0,0,10.93,0,0,13.8,0,4.74,0,8,15.04,0,13,35.29,48.07,0,-0.27,0,0,7.97,0.01,0,10,0,3,0,-7,8.52,0,0,0,11.59,3.51,9,28.8,10,7,0,0,0,0,8.05,1,17,13,0,2.18,145.36,0,26,0,0,1208,0,0,582,0,2,4,148,17,34.38,0,52,0,0,0,8.23,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Gross total expenditure,13.76,0,84,6.5,239,16,18,10,2,0,15,0,0,0,53,0,63,0,0,16,43,0,0,0,0,0,212,3,73,6,0,42,4,41,11,0,5.18,12,18,0,1,15,44.85,0,0,15.6,34,8,0,17,0,94.77,26.35,105.27,0,66.14,0,67,120,8,8,46,1.83,2,22,35,78,118,24,8,0,767.2,64,3,101.1,0,13.63,0,12,0,0,0,10.93,0,0,13.8,0,4.74,0,8,25.33,0,13,35.29,48.07,0,-0.27,0,0,9.24,0.01,0,10,2,3,0,-7,12.12,0,0,0,11.59,4.39,13,28.8,10,7,0,0,0,0,22.02,1,17,13,0,2.21,145.36,0,26,0,0,1219,0,0,607,0,2,4,151,17,40.31,0,52,0,0,0,8.23,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Capital charges: own provision,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Net current expenditure,13.76,0,80,5.6,239,15,14,7,1,0,15,0,0,0,53,0,61,0,0,16,42,0,0,0,0,0,193,3,73,6,0,40,4,27,11,0,4.28,12,18,0,1,15,44.85,0,0,15.6,29,8,0,17,0,94.77,10.3,90.14,0,66.14,0,59,120,8,8,46,0.59,2,22,35,78,118,24,8,0,767.2,64,3,101.1,0,13.63,0,12,0,0,0,10.93,0,0,13.8,0,4.74,0,8,15.04,0,13,35.29,48.07,0,-0.27,0,0,7.97,0.01,0,10,0,3,0,-7,8.52,0,0,0,11.59,3.51,9,28.8,10,7,0,0,0,0,8.05,1,17,13,0,2.18,145.36,0,26,0,0,1208,0,0,621,0,2,4,148,17,34.38,0,52,0,0,0,8.23,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Gross current expenditure,13.76,0,82,6.5,239,15,18,10,2,0,15,0,0,0,53,0,63,0,0,16,42,0,0,0,0,0,212,3,73,6,0,42,4,41,11,0,5.18,12,18,0,1,15,44.85,0,0,15.6,34,8,0,17,0,94.77,26.35,96.61,0,66.14,0,67,120,8,8,46,1.1,2,22,35,78,118,24,8,0,767.2,64,3,101.1,0,13.63,0,12,0,0,0,10.93,0,0,13.8,0,4.74,0,8,25.33,0,13,35.29,48.07,0,-0.27,0,0,9.24,0.01,0,10,2,3,0,-7,12.12,0,0,0,11.59,4.39,13,28.8,10,7,0,0,0,0,22.02,1,17,13,0,2.21,145.36,0,26,0,0,1219,0,0,646,0,2,4,151,17,40.31,0,52,0,0,0,8.23,0,0,0,0
Short term,Age 65 and over,Sensory support,To maximise independence,Gross SSMSS,13.76,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.38,0,0,0,0,0,0,0,0,0,0,16,0,0,0,21,0,0,0,46.67,0,0,0,0,0,0,21,0,0,1.11,14.08,0,0,0,0,0,0,0,6,0.08,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0.33,0,130,0,0,0,0,0,0,0,0,0,0,1.45,0,10,0,0,0,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,277.29,1166,88,0,0,0,0.02,0,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Gross total cost: own provision,0,0,97,25.7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.34,0,17,54,0,58.05,0,0,0,0,26,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,1.2,0,9,0,0,0,0,0,0,0,0,72,41,0,1,0,8.03,13,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Gross total cost: provision by others,2.96,0,0,29.5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,28,2,0,178.17,0,0,0,0,2,0,0,0,0,2,0,0,0,29,2,3,0,8,0.15,0,0,102.15,0,0,211.19,0,0,0,20.6,13.48,0,5.3,0,22,31,0,0,0,0,0,432,26,105,3,0,7,0,47.68,76,0,0,0,18.57,0,0,0,0,0,0,0,0,0,0,3.08,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.37,0,0,0,0,0,0,2,19,0,0,0,0,0,31.77,1721.97,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,185,9.03
Short term,Age 65 and over,Sensory support,Other short term,Gross total cost: grants to voluntary org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Gross total cost: total expenditure,2.96,0,97,55.2,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0.34,0,45,56,0,236.22,0,0,0,0,28,0,0,0,0,2,10,31,0,29,2,10,0,8,0.15,0,0,107.5,0,0,211.19,0,0,0,20.6,13.48,0,6.5,0,31,31,0,0,0,0,0,432,26,177,44,0,8,0,55.71,89,0,0,0,40.49,0,0,0,0,0,0,0,0,0,0,3.08,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.24,0,0,0,0,0,0,2,19,0,0,0,0,0,31.77,2062.41,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,1,185,9.03
Short term,Age 65 and over,Sensory support,Other short term,Income: client contributions,14.81,0,9,4.6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,4,0,51.18,0,0,0,0,2,0,0,44,0,1,0,0,0,0,1,0,0,3,0,0,0,39.76,0,0,98.63,0,0,0,5.1,0.06,0,0,0,0,0,0,0,0,0,0,67,1,34,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64,24.07,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,10,0
Short term,Age 65 and over,Sensory support,Other short term,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Income: Income from NHS,0,0,3,11.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,18,0,21.53,0,0,0,0,17,0,0,0,0,0,7,0,0,3,0,7,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,1.37,0,0,24,0,0,0,0,0,7,0,13,0,0,2,0,9.12,3,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,888.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Short term,Age 65 and over,Sensory support,Other short term,Income: other income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.02,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Income: total,14.81,0,12,15.7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,22,0,72.71,0,0,0,0,19,0,0,44,0,1,7,0,0,3,1,7,0,3,0,0,0,48.31,0,0,98.63,0,0,0,5.1,0.06,0,1.37,0,0,24,0,0,0,0,0,74,1,72,0,0,2,0,9.15,30,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,10.47,979.53,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,19,0
Short term,Age 65 and over,Sensory support,Other short term,Net total expenditure,-11.85,0,85,39.5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0.34,0,25,34,0,163.51,0,0,0,0,9,0,0,-44,0,1,3,31,0,26,1,3,0,5,0.15,0,0,59.19,0,0,112.56,0,0,0,15.51,13.43,0,5.13,0,31,7,0,0,0,0,0,358,25,105,44,0,6,0,46.56,59,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,3.08,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18,0,0,0,0,0,0,2,19,0,0,0,0,0,21.3,1082.88,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,166,9.03
Short term,Age 65 and over,Sensory support,Other short term,Gross total expenditure,2.96,0,94,44.1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0.34,0,37,38,0,214.69,0,0,0,0,11,0,0,0,0,2,3,31,0,26,2,3,0,8,0.15,0,0,98.95,0,0,211.19,0,0,0,20.6,13.48,0,5.13,0,31,7,0,0,0,0,0,425,26,139,44,0,6,0,46.56,86,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,3.08,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,0,0,0,0,0,0,2,19,0,0,0,0,0,30.94,1106.94,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,1,176,9.03
Short term,Age 65 and over,Sensory support,Other short term,Capital charges: own provision,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Capital charges: provision by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Other short term,Net current expenditure,-11.85,0,79,39.5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0.34,0,23,34,0,163.51,0,0,0,0,9,0,0,-44,0,1,3,31,0,26,1,3,0,5,0.15,0,0,59.19,0,0,112.56,0,0,0,15.51,13.43,0,5.13,0,31,7,0,0,0,0,0,358,25,105,44,0,6,0,46.43,59,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,3.08,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18,0,0,0,0,0,0,2,19,0,0,0,0,0,21.3,1082.88,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,166,9.03
Short term,Age 65 and over,Sensory support,Other short term,Gross current expenditure,2.96,0,88,44.1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0.34,0,35,38,0,214.69,0,0,0,0,11,0,0,0,0,2,3,31,0,26,2,3,0,8,0.15,0,0,98.95,0,0,211.19,0,0,0,20.6,13.48,0,5.13,0,31,7,0,0,0,0,0,425,26,139,44,0,6,0,46.43,86,0,0,0,38.9,0,0,0,0,0,0,0,0,0,0,3.08,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,0,0,0,0,0,0,2,19,0,0,0,0,0,30.94,1106.94,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,1,176,9.03
Short term,Age 65 and over,Sensory support,Other short term,Gross SSMSS,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,138.69,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0.21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Total,Gross total cost: own provision,13.76,0,184,37,50,19,0,0,0,0,33,0,0,58,62,0,96,0,0.34,82,81,54,0,58.05,0,0,207,0,198,9,0,0,48,22,78,0,4.58,25,19,8,0,6,41.19,0,0,14.39,9,8,0,16,0,94.24,21.15,350.93,0,64.91,0,141,120,0,0,50,1.27,2,0,0,153,158,30,9,0,622.71,81,0,211.72,0,22.88,0,0,0,0,0,52.93,0,0,0,0,0,0,87,0,0,44,0,37.72,0,0,0,0,0,27.7,0,10,0,0,0,0,0,0,0,0,0,2.24,13,19.73,0,0,0,0,0,0,4.18,0,2,67,0,5.83,412.16,1,26,0,0,864,0,0,689,0,0,0,194,0,277.29,0,0,0,0,0,4.23,1,0,0,0
Short term,Age 65 and over,Sensory support,Total,Gross total cost: provision by others,2.96,0,0,29.5,189,0,27,10,2,0,21,0,0,29,0,0,0,0,0,0,28,2,0,178.17,0,0,6,3,2,0,0,42,0,21,88,0,0.6,29,4,6,1,17,5.64,0,0,122.46,25,0,211.19,5,0,6,25.8,13.48,0,7.73,0,22,31,8,10,0,2.86,2,454,61,105,4,3,7,0,230.66,76,29,0,0,18.6,0,12,0,0,0,0,0,0,13.8,0,7.82,0,49,25.33,0,12,67.01,0,0,0,0,0,17.13,0,0,0,3,3,0,0,12.12,0,0,3,11.59,28.04,0,9.08,10,15,0,0,2,19,21.8,1,15,0,0,31.77,1721.97,0,0,0,0,680,0,0,0,0,2,4,37,17,230.4,0,115,0,14,0,4,0,1,233,9.03
Short term,Age 65 and over,Sensory support,Total,Gross total cost: grants to voluntary org,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.64,0,0,0,0,0,0,0,0,0,0,0,0,0,25.84,0,0,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Total,Gross total cost: total expenditure,16.72,0,184,66.5,239,23,27,10,2,0,54,0,0,87,62,0,96,0,0.34,82,109,56,0,236.22,0,0,213,3,200,9,0,42,48,43,166,31,5.18,54,23,14,1,23,46.83,0,0,136.85,34,8,211.19,21,0,102.14,46.96,364.41,0,72.64,0,163,151,8,10,50,4.13,4,454,61,258,162,33,16,0,853.37,157,29,211.72,0,54.6,0,12,0,0,0,52.93,0,0,13.8,0,7.82,0,136,25.33,0,56,67.01,48.07,0,0,0,0,17.13,27.7,0,10,3,3,0,0,12.12,0,0,3,11.59,30.28,13,28.8,10,15,0,0,2,19,25.98,1,17,67,0,37.6,2207.77,1,26,0,0,1544,0,0,689,0,2,4,231,17,533.53,0,115,0,14,0,8.23,1,1,233,9.03
Short term,Age 65 and over,Sensory support,Total,Income: client contributions,14.81,0,11,5.5,0,0,4,3,1,0,4,0,0,0,0,0,2,0,0,0,12,4,0,51.18,0,0,19,0,2,0,0,46,0,15,0,0,0.9,0,1,0,0,3,0,0,0,39.76,5,0,98.63,0,0,0,21.14,6.52,0,0,0,8,0,0,0,0,0.51,0,67,1,34,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29,0,0,0,0,0,0,0,0,1.27,0,0,0,2,0,0,0,3.6,0,0,0,0,5.36,4,0,0,0,0,0,0,0,13.97,0,0,0,0,9.67,24.07,0,0,0,0,11,0,0,25,0,0,0,28,0,5.94,0,0,0,0,0,0,0,0,10,0
Short term,Age 65 and over,Sensory support,Total,Income: joint arrangements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,7.89,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Total,Income: Income from NHS,0,0,4,15.9,0,7,8,0,0,0,12,0,0,87,9,0,18,0,0,66,29,18,0,21.53,0,0,1,0,116,3,0,0,44,0,125,0,0,16,3,11,0,0,1.25,0,0,21.81,0,0,0,4,0,6.61,0,245.57,0,1.37,0,65,24,0,2,1,1.93,2,7,0,16,0,9,2,0,39.18,7,25,106.99,0,0.35,0,0,0,0,0,42,0,0,0,0,0,0,125,0,0,35,31.72,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,3,0,3.23,0,0,0,8,0,0,0,0,3.96,0,0,54,0,2.89,888.33,0,0,0,0,325,0,0,81,0,0,0,42,0,492.06,0,33,0,0,0,0,0,0,57,0
Short term,Age 65 and over,Sensory support,Total,Income: other income,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.76,0,0.09,0,0,0,0,0,0,0,3,0.37,0,0,0,25,0,0,0,0,0.44,0,1,3.63,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,13.83,0,0,0,0,0,0,0,1,0,0,0,1,0,1.16,0,0,0,14,0,0,0,0,0,0
Short term,Age 65 and over,Sensory support,Total,Income: total,14.81,0,17,21.4,0,7,13,3,1,0,16,0,0,87,9,0,35,0,0,66,41,22,0,72.71,0,0,20,0,118,3,0,46,44,15,152,0,0.9,16,4,11,0,3,1.83,0,0,62.06,5,0,98.63,4,0,7.37,21.14,252.18,0,1.37,0,73,24,0,2,4,2.81,2,74,1,75,0,9,2,0,39.62,34,26,110.61,0,2.07,0,0,0,0,0,42,0,0,0,0,0,0,125,10.29,0,35,31.72,0,0,0.27,0,0,9.16,27.7,0,0,3,0,0,7,3.6,0,0,3,0,9.59,4,0,0,8,0,0,0,0,17.93,0,0,54,0,14.12,979.53,0,0,0,0,336,0,0,107,0,0,0,71,0,499.16,0,63,0,14,0,0,0,0,67,0
