,,,,,NW,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,YH,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,EM,EM,EM,EM,EM,EM,EM,EM,EM,E,E,SE,E,E,SE,SE,SE,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,SE,SE,SE,SW,SW,SW,SE,SE,SE,SE,SE,SW,SW,SE,SE,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
Short term,Age 85 and over,Sensory support,Other short term,Income: total,:,0,:,13.67,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,20,0,:,42.28,:,:,:,:,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,59,:,0,:,:,8,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,3,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,427.25,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Net total expenditure,:,0,:,34.27,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,24,0,:,94.88,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,56,:,0,:,:,39.22,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,3,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,448.27,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Gross total expenditure,:,0,:,38.74,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,36,0,:,124.69,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,81,:,0,:,:,39.22,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,3,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,468.64,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,2,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0.1,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Net current expenditure,:,0,:,34.27,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,22,0,:,94.88,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,56,:,:,:,:,39.12,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,3,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,448.27,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Gross current expenditure,:,0,:,38.74,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,34,0,:,124.69,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,81,:,:,:,:,39.12,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,3,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,468.64,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Other short term,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,138.69,:,:,:,:,:,:,:,:,:,:,1,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,6,0,:,:,:,:,:,:,:,:,:,0.55,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross total cost: own provision,:,0,:,26.17,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,81,0,:,33.57,:,:,:,:,:,:,:,:,:,:,53,:,:,:,:,:,:,:,:,:,:,:,9,:,:,16,:,:,:,244.55,:,:,:,:,0,:,0,:,:,:,:,:,105,:,23,:,:,351.85,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,57,0,0,:,:,:,:,:,:,:,:,10.6,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,1.25,:,:,0,:,:,211.25,:,:,:,:,:,:,:,:,:,:,0,:,:,208.79,:,:,:,:,:,4.23,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross total cost: provision by others,:,0,:,29.5,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,27,0,:,103.59,:,:,:,:,:,:,:,:,:,:,60,:,:,:,:,:,:,:,:,:,:,:,21,:,:,5,:,:,:,0,:,:,:,:,0,:,3,:,:,:,:,:,61,:,2,:,:,144.82,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,0,39,18.72,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,21.8,:,:,0,:,:,731.1,:,:,:,:,:,:,:,:,:,:,4,:,:,190.55,:,:,:,:,:,4,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,31.46,:,:,:,:,:,:,:,:,:,:,0,:,:,21.37,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross total cost: total expenditure,:,0,:,55.67,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,108,0,:,137.16,:,:,:,:,:,:,:,:,:,:,113,:,:,:,:,:,:,:,:,:,:,:,30,:,:,21,:,:,:,244.55,:,:,:,:,0,:,3,:,:,:,:,:,166,:,25,:,:,496.67,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,0,96,18.72,0,:,:,:,:,:,:,:,:,10.6,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,23.04,:,:,0,:,:,973.81,:,:,:,:,:,:,:,:,:,:,4,:,:,420.71,:,:,:,:,:,8.23,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Income: client contributions,:,0,:,5.45,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,12,0,:,29.8,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,4,:,:,0,:,:,:,4.11,:,:,:,:,0,:,0,:,:,:,:,:,25,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,9.05,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,13.97,:,:,0,:,:,20.37,:,:,:,:,:,:,:,:,:,:,0,:,:,4.91,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Income: joint arrangements,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,16,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,10.55,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,22.2,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Income: Income from NHS,:,0,:,11.61,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,29,0,:,12.48,:,:,:,:,:,:,:,:,:,:,84,:,:,:,:,:,:,:,:,:,:,:,0,:,:,4,:,:,:,176.37,:,:,:,:,0,:,0,:,:,:,:,:,11,:,7,:,:,24.86,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,103,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,1.18,:,:,0,:,:,378.92,:,:,:,:,:,:,:,:,:,:,0,:,:,384.14,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Income: other income,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,2,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0.08,:,:,:,:,0,:,0,:,:,:,:,:,25,:,0,:,:,0.25,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,5.76,:,:,:,:,:,:,:,:,:,:,0,:,:,0.9,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Income: total,:,0,:,17.06,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,41,0,:,42.28,:,:,:,:,:,:,:,:,:,:,102,:,:,:,:,:,:,:,:,:,:,:,4,:,:,4,:,:,:,180.57,:,:,:,:,0,:,0,:,:,:,:,:,61,:,7,:,:,25.12,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,103,9.05,0,:,:,:,:,:,:,:,:,10.55,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,15.15,:,:,0,:,:,427.25,:,:,:,:,:,:,:,:,:,:,0,:,:,389.94,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Net total expenditure,:,0,:,38.61,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,67,0,:,94.88,:,:,:,:,:,:,:,:,:,:,11,:,:,:,:,:,:,:,:,:,:,:,26,:,:,17,:,:,:,63.98,:,:,:,:,0,:,3,:,:,:,:,:,105,:,18,:,:,471.55,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,0,-7,9.67,0,:,:,:,:,:,:,:,:,0.05,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,7.9,:,:,0,:,:,546.56,:,:,:,:,:,:,:,:,:,:,4,:,:,30.76,:,:,:,:,:,8.23,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross total expenditure,:,0,:,44.06,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,79,0,:,124.69,:,:,:,:,:,:,:,:,:,:,11,:,:,:,:,:,:,:,:,:,:,:,30,:,:,17,:,:,:,68.1,:,:,:,:,0,:,3,:,:,:,:,:,130,:,18,:,:,471.55,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,0,-7,18.72,0,:,:,:,:,:,:,:,:,0.05,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,21.86,:,:,0,:,:,566.93,:,:,:,:,:,:,:,:,:,:,4,:,:,35.67,:,:,:,:,:,8.23,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,3,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,4.59,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0.1,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,:,:,:,:,:,:,0.05,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Net current expenditure,:,0,:,38.61,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,64,0,:,94.88,:,:,:,:,:,:,:,:,:,:,11,:,:,:,:,:,:,:,:,:,:,:,26,:,:,17,:,:,:,59.4,:,:,:,:,:,:,3,:,:,:,:,:,105,:,:,:,:,471.45,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,0,-7,9.67,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,7.9,:,:,0,:,:,546.56,:,:,:,:,:,:,:,:,:,:,4,:,:,30.76,:,:,:,:,:,8.23,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross current expenditure,:,0,:,44.06,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,76,0,:,124.69,:,:,:,:,:,:,:,:,:,:,11,:,:,:,:,:,:,:,:,:,:,:,30,:,:,17,:,:,:,63.51,:,:,:,:,:,:,3,:,:,:,:,:,130,:,:,:,:,471.45,:,:,:,:,:,:,9,:,:,:,:,:,:,:,:,:,0,-7,18.72,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,21.86,:,:,0,:,:,566.93,:,:,:,:,:,:,:,:,:,:,4,:,:,35.67,:,:,:,:,:,8.23,:,:,:,:
Short term,Age 85 and over,Sensory support,Total,Gross SSMSS,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,266.77,:,:,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,:,:,:,:,0,:,:,21,:,:,:,8.96,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,96,0,:,:,:,:,:,:,:,:,:,0.55,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,208.79,:,:,:,:,:,0.02,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Gross total cost: own provision,:,0,:,88.79,:,:,:,:,:,:,:,:,20,:,:,:,:,:,:,:,1353,0,:,0,:,:,:,:,:,:,:,:,:,:,865,:,:,:,:,:,:,:,:,:,:,:,17,:,:,61.08,:,:,:,107.3,:,:,:,:,0,:,0,:,:,:,:,:,19,:,127,:,:,212.81,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,5,54,0,0,:,:,:,:,:,:,:,:,56.71,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.4,:,:,0,:,:,0,:,:,75.85,:,:,:,:,:,:,:,:,:,:,0,:,:,3.42,:,:,:,:,:,16.41,2,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Gross total cost: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,15,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,627,:,:,:,:,:,:,:,:,:,:,:,30,:,:,0,:,:,:,0,:,:,:,:,0,:,24,:,:,:,23,:,0,:,11,:,:,59.67,:,:,:,:,:,:,19,:,:,:,:,:,:,:,:,:,71,76,5.92,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,37.8,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,16,:,:,58.64,:,:,:,:,:,32.85,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Gross total cost: grants to voluntary org,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,6.58,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Gross total cost: total expenditure,:,0,:,88.79,:,:,:,:,:,:,:,:,35,:,:,:,:,:,:,:,1353,0,:,0,:,:,:,:,:,:,:,:,:,:,1492,:,:,:,:,:,:,:,:,:,:,:,47,:,:,61.08,:,:,:,107.3,:,:,:,:,0,:,24,:,:,:,:,:,19,:,138,:,:,272.48,:,:,:,:,:,:,19,:,:,:,:,:,:,:,:,:,76,130,5.92,0,:,:,:,:,:,:,:,:,56.71,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.4,:,:,37.8,:,:,0,:,:,75.85,:,:,:,:,:,:,:,:,:,:,16,:,:,68.65,:,:,:,:,:,49.27,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Income: client contributions,:,0,:,0.24,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,1,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,6,:,:,0,:,:,:,2.4,:,:,:,:,0,:,0,:,:,:,6,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,43,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,4.4,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,1.51,:,:,:,:,:,0,1,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Income: joint arrangements,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,40,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,0,:,0,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,56.71,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Income: Income from NHS,:,0,:,18.99,:,:,:,:,:,:,:,:,22,:,:,:,:,:,:,:,366,0,:,0,:,:,:,:,:,:,:,:,:,:,984,:,:,:,:,:,:,:,:,:,:,:,0,:,:,10.41,:,:,:,64.19,:,:,:,:,0,:,3,:,:,:,1,:,1,:,37,:,:,9.72,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,2,167,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.2,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,50.66,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Income: other income,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,0,:,0,:,:,:,:,:,0,:,1,:,:,0.19,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0.1,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Income: total,:,0,:,19.23,:,:,:,:,:,:,:,:,22,:,:,:,:,:,:,:,367,0,:,0,:,:,:,:,:,:,:,:,:,:,1028,:,:,:,:,:,:,:,:,:,:,:,6,:,:,10.41,:,:,:,66.6,:,:,:,:,0,:,3,:,:,:,:,:,1,:,38,:,:,9.91,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,45,167,0,0,:,:,:,:,:,:,:,:,56.71,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.2,:,:,4.4,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,52.27,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Net total expenditure,:,0,:,69.56,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,986,0,:,0,:,:,:,:,:,:,:,:,:,:,464,:,:,:,:,:,:,:,:,:,:,:,41,:,:,50.67,:,:,:,40.71,:,:,:,:,0,:,21,:,:,:,:,:,18,:,100,:,:,262.57,:,:,:,:,:,:,19,:,:,:,:,:,:,:,:,:,31,-37,5.92,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.2,:,:,33.41,:,:,0,:,:,75.85,:,:,:,:,:,:,:,:,:,:,16,:,:,16.37,:,:,:,:,:,49.27,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Gross total expenditure,:,0,:,69.81,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,987,0,:,0,:,:,:,:,:,:,:,:,:,:,464,:,:,:,:,:,:,:,:,:,:,:,47,:,:,50.67,:,:,:,43.11,:,:,:,:,0,:,21,:,:,:,:,:,18,:,100,:,:,262.57,:,:,:,:,:,:,19,:,:,:,:,:,:,:,:,:,74,-37,5.92,0,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.2,:,:,37.8,:,:,0,:,:,75.85,:,:,:,:,:,:,:,:,:,:,16,:,:,17.88,:,:,:,:,:,49.27,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Capital charges: own provision,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,11,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,2.83,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0.29,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Capital charges: provision by others,:,0,:,0,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,0,0,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,0,:,:,:,:,0,:,:,:,:,:,:,0,:,:,:,:,:,:,:,:,:,0,0,0,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,0,:,:,0,:,:,:,:,:,:,:,:,:,:,0,:,:,0,:,:,:,:,:,0,:,:,:,:
Short term,Age 85 and over,Support with memory and cognition,To maximise independence,Net current expenditure,:,0,:,69.56,:,:,:,:,:,:,:,:,13,:,:,:,:,:,:,:,975,0,:,0,:,:,:,:,:,:,:,:,:,:,464,:,:,:,:,:,:,:,:,:,:,:,41,:,:,50.67,:,:,:,37.88,:,:,:,:,:,:,21,:,:,:,:,:,18,:,:,:,:,262.28,:,:,:,:,:,:,19,:,:,:,:,:,:,:,:,:,31,-37,5.92,:,:,:,:,:,:,:,:,:,0,0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.2,:,:,33.41,:,:,0,:,:,75.85,:,:,:,:,:,:,:,:,:,:,16,:,:,16.37,:,:,:,:,:,49.27,:,:,:,:
